Opening all_modis_10k.txt
Run Date dhours1 sep1 aetype1 cloudfrac1 dbod1 dbae1 dhours2 sep2 aetype2 cloudfrac2 dbod2 dbae2
45423 2008-05-09 23:33:37 76328.9 8.1 1.00 0.01 0.02 1.50 5672.9 6.3 2.00 0.00 0.03 1.50
45424 2008-05-10 00:04:06 76328.3 8.1 1.00 0.01 0.02 1.50 5672.3 6.3 2.00 0.00 0.03 1.50
45425 2008-05-10 00:36:50 76327.8 8.1 1.00 0.01 0.02 1.50 5671.8 6.3 2.00 0.00 0.03 1.50
45426 2008-05-10 01:20:43 76327.1 8.1 1.00 0.01 0.02 1.50 5671.1 6.3 2.00 0.00 0.03 1.50
45427 2008-05-10 01:51:12 76326.6 8.1 1.00 0.01 0.02 1.50 5670.6 6.3 2.00 0.00 0.03 1.50
45428 2008-05-10 02:25:37 76326.0 8.1 1.00 0.01 0.02 1.50 5670.0 6.3 2.00 0.00 0.03 1.50
45429 2008-05-10 02:56:07 76325.5 8.1 1.00 0.01 0.02 1.50 5669.5 6.3 2.00 0.00 0.03 1.50
45430 2008-05-10 03:26:42 76325.0 8.1 1.00 0.01 0.02 1.50 5669.0 6.3 2.00 0.00 0.03 1.50
45438 2008-05-10 21:36:15 76306.8 8.1 1.00 0.01 0.02 1.50 5650.8 6.3 2.00 0.00 0.03 1.50
45439 2008-05-10 22:06:48 76306.3 8.1 1.00 0.01 0.02 1.50 5650.3 6.3 2.00 0.00 0.03 1.50
45440 2008-05-10 22:37:19 76305.8 8.1 1.00 0.01 0.02 1.50 5649.8 6.3 2.00 0.00 0.03 1.50
45441 2008-05-10 22:46:32 76305.6 8.1 1.00 0.01 0.02 1.50 5649.6 6.3 2.00 0.00 0.03 1.50
45442 2008-05-10 23:17:03 76305.1 8.1 1.00 0.01 0.02 1.50 5649.1 6.3 2.00 0.00 0.03 1.50
45444 2008-05-11 00:22:20 76304.0 8.1 1.00 0.01 0.02 1.50 5648.0 6.3 2.00 0.00 0.03 1.50
45445 2008-05-11 00:26:44 76304.0 8.1 1.00 0.01 0.02 1.50 5648.0 6.3 2.00 0.00 0.03 1.50
45446 2008-05-11 00:57:27 76303.5 8.1 1.00 0.01 0.02 1.50 5647.5 6.3 2.00 0.00 0.03 1.50
45447 2008-05-11 01:28:06 76302.9 8.1 1.00 0.01 0.02 1.50 5646.9 6.3 2.00 0.00 0.03 1.50
45448 2008-05-11 01:58:38 76302.4 8.1 1.00 0.01 0.02 1.50 5646.4 6.3 2.00 0.00 0.03 1.50
45449 2008-05-11 02:29:05 76301.9 8.1 1.00 0.01 0.02 1.50 5645.9 6.3 2.00 0.00 0.03 1.50
45450 2008-05-11 03:00:38 76301.4 8.1 1.00 0.01 0.02 1.50 5645.4 6.3 2.00 0.00 0.03 1.50
45462 2008-05-11 22:32:12 76281.9 8.1 1.00 0.01 0.02 1.50 5625.9 6.3 2.00 0.00 0.03 1.50
45463 2008-05-11 22:37:24 76281.8 8.1 1.00 0.01 0.02 1.50 5625.8 6.3 2.00 0.00 0.03 1.50
45464 2008-05-11 22:42:10 76281.7 8.1 1.00 0.01 0.02 1.50 5625.7 6.3 2.00 0.00 0.03 1.50
45465 2008-05-11 23:12:37 76281.2 8.1 1.00 0.01 0.02 1.50 5625.2 6.3 2.00 0.00 0.03 1.50
45466 2008-05-11 23:44:15 76280.7 8.1 1.00 0.01 0.02 1.50 5624.7 6.3 2.00 0.00 0.03 1.50
45467 2008-05-12 00:14:39 76280.2 8.1 1.00 0.01 0.02 1.50 5624.2 6.3 2.00 0.00 0.03 1.50
45468 2008-05-12 00:45:06 76279.7 8.1 1.00 0.01 0.02 1.50 5623.7 6.3 2.00 0.00 0.03 1.50
45469 2008-05-12 01:15:40 76279.2 8.1 1.00 0.01 0.02 1.50 5623.2 6.3 2.00 0.00 0.03 1.50
45470 2008-05-12 01:46:06 76278.6 8.1 1.00 0.01 0.02 1.50 5622.6 6.3 2.00 0.00 0.03 1.50
45471 2008-05-12 02:16:39 76278.1 8.1 1.00 0.01 0.02 1.50 5622.1 6.3 2.00 0.00 0.03 1.50
45472 2008-05-12 02:47:04 76277.6 8.1 1.00 0.01 0.02 1.50 5621.6 6.3 2.00 0.00 0.03 1.50
45473 2008-05-12 03:18:24 76277.1 8.1 1.00 0.01 0.02 1.50 5621.1 6.3 2.00 0.00 0.03 1.50
45474 2008-05-12 03:48:46 76276.6 8.1 1.00 0.01 0.02 1.50 5620.6 6.3 2.00 0.00 0.03 1.50
45487 2008-05-12 23:37:02 76256.8 8.1 1.00 0.01 0.02 1.50 5600.8 6.3 2.00 0.00 0.03 1.50
45488 2008-05-13 00:07:26 76256.3 8.1 1.00 0.01 0.02 1.50 5600.3 6.3 2.00 0.00 0.03 1.50
45489 2008-05-13 00:37:58 76255.8 8.1 1.00 0.01 0.02 1.50 5599.8 6.3 2.00 0.00 0.03 1.50
45490 2008-05-13 01:08:35 76255.3 8.1 1.00 0.01 0.02 1.50 5599.3 6.3 2.00 0.00 0.03 1.50
45491 2008-05-13 01:43:25 76254.7 8.1 1.00 0.01 0.02 1.50 5598.7 6.3 2.00 0.00 0.03 1.50
45492 2008-05-13 02:14:13 76254.2 8.1 1.00 0.01 0.02 1.50 5598.2 6.3 2.00 0.00 0.03 1.50
45493 2008-05-13 02:44:42 76253.7 8.1 1.00 0.01 0.02 1.50 5597.7 6.3 2.00 0.00 0.03 1.50
45494 2008-05-13 03:15:56 76253.2 8.1 1.00 0.01 0.02 1.50 5597.2 6.3 2.00 0.00 0.03 1.50
45495 2008-05-13 03:46:14 76252.6 8.1 1.00 0.01 0.02 1.50 5596.6 6.3 2.00 0.00 0.03 1.50
45505 2008-05-14 00:23:33 76232.0 8.1 1.00 0.01 0.02 1.50 5576.0 6.3 2.00 0.00 0.03 1.50
45506 2008-05-14 01:11:06 76231.2 8.1 1.00 0.01 0.02 1.50 5575.2 6.3 2.00 0.00 0.03 1.50
45507 2008-05-14 01:41:31 76230.7 8.1 1.00 0.01 0.02 1.50 5574.7 6.3 2.00 0.00 0.03 1.50
45508 2008-05-14 02:11:53 76230.2 8.1 1.00 0.01 0.02 1.50 5574.2 6.3 2.00 0.00 0.03 1.50
45509 2008-05-14 02:42:13 76229.7 8.1 1.00 0.01 0.02 1.50 5573.7 6.3 2.00 0.00 0.03 1.50
45510 2008-05-14 03:12:42 76229.2 8.1 1.00 0.01 0.02 1.50 5573.2 6.3 2.00 0.00 0.03 1.50
45526 2008-05-15 01:26:17 76207.0 8.1 1.00 0.01 0.02 1.50 5551.0 6.3 2.00 0.00 0.03 1.50
45527 2008-05-15 01:56:40 76206.5 8.1 1.00 0.01 0.02 1.50 5550.5 6.3 2.00 0.00 0.03 1.50
45528 2008-05-15 02:27:06 76206.0 8.1 1.00 0.01 0.02 1.50 5550.0 6.3 2.00 0.00 0.03 1.50
45529 2008-05-15 03:11:09 76205.2 8.1 1.00 0.01 0.02 1.50 5549.2 6.3 2.00 0.00 0.03 1.50
45566 2008-05-16 02:10:05 76182.2 8.1 1.00 0.01 0.02 1.50 5526.2 6.3 2.00 0.00 0.03 1.50
45567 2008-05-16 02:40:19 76181.7 8.1 1.00 0.01 0.02 1.50 5525.7 6.3 2.00 0.00 0.03 1.50
45568 2008-05-16 03:10:42 76181.2 8.1 1.00 0.01 0.02 1.50 5525.2 6.3 2.00 0.00 0.03 1.50
45569 2008-05-16 03:42:21 76180.7 8.1 1.00 0.01 0.02 1.50 5524.7 6.3 2.00 0.00 0.03 1.50
45576 2008-05-17 03:22:45 76157.0 8.1 1.00 0.01 0.02 1.50 5501.0 6.3 2.00 0.00 0.03 1.50
45577 2008-05-17 03:53:10 76156.5 8.1 1.00 0.01 0.02 1.50 5500.5 6.3 2.00 0.00 0.03 1.50
45587 2008-05-22 17:38:09 76022.8 8.1 1.00 0.01 0.02 1.50 5366.8 6.3 2.00 0.00 0.03 1.50
45595 2008-05-23 17:37:55 75998.8 8.1 1.00 0.01 0.02 1.50 5342.8 6.3 2.00 0.00 0.03 1.50
45596 2008-05-23 18:08:05 75998.3 8.1 1.00 0.01 0.02 1.50 5342.3 6.3 2.00 0.00 0.03 1.50
45648 2008-05-24 17:37:42 75974.8 8.1 1.00 0.01 0.02 1.50 5318.8 6.3 2.00 0.00 0.03 1.50
45649 2008-05-24 18:08:02 75974.3 8.1 1.00 0.01 0.02 1.50 5318.3 6.3 2.00 0.00 0.03 1.50
45650 2008-05-24 18:38:23 75973.8 8.1 1.00 0.01 0.02 1.50 5317.8 6.3 2.00 0.00 0.03 1.50
45651 2008-05-24 19:08:51 75973.3 8.1 1.00 0.01 0.02 1.50 5317.3 6.3 2.00 0.00 0.03 1.50
45652 2008-05-24 19:39:39 75972.8 8.1 1.00 0.01 0.02 1.50 5316.8 6.3 2.00 0.00 0.03 1.50
45660 2008-05-25 17:37:34 75950.8 8.1 1.00 0.01 0.02 1.50 5294.8 6.3 2.00 0.00 0.03 1.50
45661 2008-05-25 18:07:41 75950.3 8.1 1.00 0.01 0.02 1.50 5294.3 6.3 2.00 0.00 0.03 1.50
45662 2008-05-25 18:38:10 75949.8 8.1 1.00 0.01 0.02 1.50 5293.8 6.3 2.00 0.00 0.03 1.50
45663 2008-05-25 19:09:04 75949.3 8.1 1.00 0.01 0.02 1.50 5293.3 6.3 2.00 0.00 0.03 1.50
45664 2008-05-25 19:39:28 75948.8 8.1 1.00 0.01 0.02 1.50 5292.8 6.3 2.00 0.00 0.03 1.50
45665 2008-05-25 20:09:45 75948.3 8.1 1.00 0.01 0.02 1.50 5292.3 6.3 2.00 0.00 0.03 1.50
45677 2008-05-26 17:36:54 75926.8 8.1 1.00 0.01 0.02 1.50 5270.8 6.3 2.00 0.00 0.03 1.50
45678 2008-05-26 18:18:02 75926.1 8.1 1.00 0.01 0.02 1.50 5270.1 6.3 2.00 0.00 0.03 1.50
45679 2008-05-26 18:48:27 75925.6 8.1 1.00 0.01 0.02 1.50 5269.6 6.3 2.00 0.00 0.03 1.50
45680 2008-05-26 19:19:08 75925.1 8.1 1.00 0.01 0.02 1.50 5269.1 6.3 2.00 0.00 0.03 1.50
45681 2008-05-26 19:49:36 75924.6 8.1 1.00 0.01 0.02 1.50 5268.6 6.3 2.00 0.00 0.03 1.50
45682 2008-05-26 20:20:03 75924.1 8.1 1.00 0.01 0.02 1.50 5268.1 6.3 2.00 0.00 0.03 1.50
45683 2008-05-26 20:50:18 75923.6 8.1 1.00 0.01 0.02 1.50 5267.6 6.3 2.00 0.00 0.03 1.50
45684 2008-05-26 21:20:35 75923.1 8.1 1.00 0.01 0.02 1.50 5267.1 6.3 2.00 0.00 0.03 1.50
45691 2008-05-27 17:42:59 75902.7 8.1 1.00 0.01 0.02 1.50 5246.7 6.3 2.00 0.00 0.03 1.50
45692 2008-05-27 18:12:59 75902.2 8.1 1.00 0.01 0.02 1.50 5246.2 6.3 2.00 0.00 0.03 1.50
45693 2008-05-27 18:43:20 75901.7 8.1 1.00 0.01 0.02 1.50 5245.7 6.3 2.00 0.00 0.03 1.50
45694 2008-05-27 19:13:59 75901.2 8.1 1.00 0.01 0.02 1.50 5245.2 6.3 2.00 0.00 0.03 1.50
45695 2008-05-27 19:44:26 75900.7 8.1 1.00 0.01 0.02 1.50 5244.7 6.3 2.00 0.00 0.03 1.50
45696 2008-05-27 20:14:52 75900.2 8.1 1.00 0.01 0.02 1.50 5244.2 6.3 2.00 0.00 0.03 1.50
45697 2008-05-27 20:45:17 75899.7 8.1 1.00 0.01 0.02 1.50 5243.7 6.3 2.00 0.00 0.03 1.50
45698 2008-05-27 20:53:03 75899.5 8.1 1.00 0.01 0.02 1.50 5243.5 6.3 2.00 0.00 0.03 1.50
45699 2008-05-27 21:23:32 75899.0 8.1 1.00 0.01 0.02 1.50 5243.0 6.3 2.00 0.00 0.03 1.50
45700 2008-05-27 21:57:39 75898.5 8.1 1.00 0.01 0.02 1.50 5242.5 6.3 2.00 0.00 0.03 1.50
45712 2008-05-28 17:37:15 75878.8 8.1 1.00 0.01 0.02 1.50 5222.8 6.3 2.00 0.00 0.03 1.50
45713 2008-05-28 18:24:19 75878.0 8.1 1.00 0.01 0.02 1.50 5222.0 6.3 2.00 0.00 0.03 1.50
45714 2008-05-28 18:54:58 75877.5 8.1 1.00 0.01 0.02 1.50 5221.5 6.3 2.00 0.00 0.03 1.50
45715 2008-05-28 20:05:13 75876.3 8.1 1.00 0.01 0.02 1.50 5220.3 6.3 2.00 0.00 0.03 1.50
45716 2008-05-28 20:35:38 75875.8 8.1 1.00 0.01 0.02 1.50 5219.8 6.3 2.00 0.00 0.03 1.50
45717 2008-05-28 21:06:06 75875.3 8.1 1.00 0.01 0.02 1.50 5219.3 6.3 2.00 0.00 0.03 1.50
45718 2008-05-28 21:39:41 75874.8 8.1 1.00 0.01 0.02 1.50 5218.8 6.3 2.00 0.00 0.03 1.50
45719 2008-05-28 22:10:11 75874.2 8.1 1.00 0.01 0.02 1.50 5218.2 6.3 2.00 0.00 0.03 1.50
45720 2008-05-28 22:40:41 75873.7 8.1 1.00 0.01 0.02 1.50 5217.7 6.3 2.00 0.00 0.03 1.50
45721 2008-05-28 23:11:14 75873.2 8.1 1.00 0.01 0.02 1.50 5217.2 6.3 2.00 0.00 0.03 1.50
45740 2008-05-30 17:37:13 75830.8 8.1 1.00 0.01 0.02 1.50 5174.8 6.3 2.00 0.00 0.03 1.50
45741 2008-05-30 18:07:34 75830.3 8.1 1.00 0.01 0.02 1.50 5174.3 6.3 2.00 0.00 0.03 1.50
45742 2008-05-30 18:37:54 75829.8 8.1 1.00 0.01 0.02 1.50 5173.8 6.3 2.00 0.00 0.03 1.50
45743 2008-05-30 19:08:31 75829.3 8.1 1.00 0.01 0.02 1.50 5173.3 6.3 2.00 0.00 0.03 1.50
45744 2008-05-30 19:39:03 75828.8 8.1 1.00 0.01 0.02 1.50 5172.8 6.3 2.00 0.00 0.03 1.50
45745 2008-05-30 20:09:31 75828.3 8.1 1.00 0.01 0.02 1.50 5172.3 6.3 2.00 0.00 0.03 1.50
45746 2008-05-30 20:39:59 75827.8 8.1 1.00 0.01 0.02 1.50 5171.8 6.3 2.00 0.00 0.03 1.50
45747 2008-05-30 21:10:22 75827.2 8.1 1.00 0.01 0.02 1.50 5171.2 6.3 2.00 0.00 0.03 1.50
45748 2008-05-30 21:41:19 75826.7 8.1 1.00 0.01 0.02 1.50 5170.7 6.3 2.00 0.00 0.03 1.50
45749 2008-05-30 22:11:42 75826.2 8.1 1.00 0.01 0.02 1.50 5170.2 6.3 2.00 0.00 0.03 1.50
45750 2008-05-30 22:41:51 75825.7 8.1 1.00 0.01 0.02 1.50 5169.7 6.3 2.00 0.00 0.03 1.50
45751 2008-05-30 23:14:11 75825.2 8.1 1.00 0.01 0.02 1.50 5169.2 6.3 2.00 0.00 0.03 1.50
45752 2008-05-30 23:44:43 75824.7 8.1 1.00 0.01 0.02 1.50 5168.7 6.3 2.00 0.00 0.03 1.50
45753 2008-05-31 00:17:25 75824.1 8.1 1.00 0.01 0.02 1.50 5168.1 6.3 2.00 0.00 0.03 1.50
45754 2008-05-31 00:47:54 75823.6 8.1 1.00 0.01 0.02 1.50 5167.6 6.3 2.00 0.00 0.03 1.50
45766 2008-05-31 17:36:35 75806.8 8.1 1.00 0.01 0.02 1.50 5150.8 6.3 2.00 0.00 0.03 1.50
45767 2008-05-31 18:06:52 75806.3 8.1 1.00 0.01 0.02 1.50 5150.3 6.3 2.00 0.00 0.03 1.50
45768 2008-05-31 18:37:25 75805.8 8.1 1.00 0.01 0.02 1.50 5149.8 6.3 2.00 0.00 0.03 1.50
45769 2008-05-31 19:08:16 75805.3 8.1 1.00 0.01 0.02 1.50 5149.3 6.3 2.00 0.00 0.03 1.50
45770 2008-05-31 19:38:47 75804.8 8.1 1.00 0.01 0.02 1.50 5148.8 6.3 2.00 0.00 0.03 1.50
45771 2008-05-31 20:21:49 75804.1 8.1 1.00 0.01 0.02 1.50 5148.1 6.3 2.00 0.00 0.03 1.50
45772 2008-05-31 20:52:23 75803.5 8.1 1.00 0.01 0.02 1.50 5147.5 6.3 2.00 0.00 0.03 1.50
45773 2008-05-31 21:23:43 75803.0 8.1 1.00 0.01 0.02 1.50 5147.0 6.3 2.00 0.00 0.03 1.50
45774 2008-05-31 21:54:07 75802.5 8.1 1.00 0.01 0.02 1.50 5146.5 6.3 2.00 0.00 0.03 1.50
45775 2008-05-31 22:24:22 75802.0 8.1 1.00 0.01 0.02 1.50 5146.0 6.3 2.00 0.00 0.03 1.50
45776 2008-05-31 22:55:09 75801.5 8.1 1.00 0.01 0.02 1.50 5145.5 6.3 2.00 0.00 0.03 1.50
45777 2008-05-31 23:26:33 75801.0 8.1 1.00 0.01 0.02 1.50 5145.0 6.3 2.00 0.00 0.03 1.50
45778 2008-05-31 23:56:38 75800.5 8.1 1.00 0.01 0.02 1.50 5144.5 6.3 2.00 0.00 0.03 1.50
45779 2008-06-01 00:29:32 75799.9 8.1 1.00 0.01 0.02 1.50 5143.9 6.3 2.00 0.00 0.03 1.50
45780 2008-06-01 00:59:57 75799.4 8.1 1.00 0.01 0.02 1.50 5143.4 6.3 2.00 0.00 0.03 1.50
45781 2008-06-01 01:30:21 75798.9 8.1 1.00 0.01 0.02 1.50 5142.9 6.3 2.00 0.00 0.03 1.50
45782 2008-06-01 02:00:55 75798.4 8.1 1.00 0.01 0.02 1.50 5142.4 6.3 2.00 0.00 0.03 1.50
45790 2008-06-01 17:36:32 75782.8 8.1 1.00 0.01 0.02 1.50 5126.8 6.3 2.00 0.00 0.03 1.50
45791 2008-06-01 18:06:57 75782.3 8.1 1.00 0.01 0.02 1.50 5126.3 6.3 2.00 0.00 0.03 1.50
45792 2008-06-01 18:37:23 75781.8 8.1 1.00 0.01 0.02 1.50 5125.8 6.3 2.00 0.00 0.03 1.50
45793 2008-06-01 19:07:57 75781.3 8.1 1.00 0.01 0.02 1.50 5125.3 6.3 2.00 0.00 0.03 1.50
45794 2008-06-01 19:38:20 75780.8 8.1 1.00 0.01 0.02 1.50 5124.8 6.3 2.00 0.00 0.03 1.50
45795 2008-06-01 20:08:35 75780.3 8.1 1.00 0.01 0.02 1.50 5124.3 6.3 2.00 0.00 0.03 1.50
45796 2008-06-01 20:39:02 75779.8 8.1 1.00 0.01 0.02 1.50 5123.8 6.3 2.00 0.00 0.03 1.50
45797 2008-06-01 21:09:30 75779.3 8.1 1.00 0.01 0.02 1.50 5123.3 6.3 2.00 0.00 0.03 1.50
45798 2008-06-01 21:43:44 75778.7 8.1 1.00 0.01 0.02 1.50 5122.7 6.3 2.00 0.00 0.03 1.50
45799 2008-06-01 22:14:12 75778.2 8.1 1.00 0.01 0.02 1.50 5122.2 6.3 2.00 0.00 0.03 1.50
45800 2008-06-01 22:44:40 75777.7 8.1 1.00 0.01 0.02 1.50 5121.7 6.3 2.00 0.00 0.03 1.50
45801 2008-06-01 23:44:12 75776.7 8.1 1.00 0.01 0.02 1.50 5120.7 6.3 2.00 0.00 0.03 1.50
45802 2008-06-02 00:16:39 75776.1 8.1 1.00 0.01 0.02 1.50 5120.1 6.3 2.00 0.00 0.03 1.50
45804 2008-06-02 01:34:54 75774.8 8.1 1.00 0.01 0.02 1.50 5118.8 6.3 2.00 0.00 0.03 1.50
45805 2008-06-02 02:14:48 75774.2 8.1 1.00 0.01 0.02 1.50 5118.2 6.3 2.00 0.00 0.03 1.50
45806 2008-06-02 02:45:08 75773.7 8.1 1.00 0.01 0.02 1.50 5117.7 6.3 2.00 0.00 0.03 1.50
45807 2008-06-02 03:16:19 75773.1 8.1 1.00 0.01 0.02 1.50 5117.1 6.3 2.00 0.00 0.03 1.50
45825 2008-06-02 17:54:03 75758.5 8.1 1.00 0.01 0.02 1.50 5102.5 6.3 2.00 0.00 0.03 1.50
45826 2008-06-02 18:24:31 75758.0 8.1 1.00 0.01 0.02 1.50 5102.0 6.3 2.00 0.00 0.03 1.50
45827 2008-06-02 18:55:30 75757.5 8.1 1.00 0.01 0.02 1.50 5101.5 6.3 2.00 0.00 0.03 1.50
45828 2008-06-02 19:25:59 75757.0 8.1 1.00 0.01 0.02 1.50 5101.0 6.3 2.00 0.00 0.03 1.50
45829 2008-06-02 19:56:23 75756.5 8.1 1.00 0.01 0.02 1.50 5100.5 6.3 2.00 0.00 0.03 1.50
45830 2008-06-02 20:26:55 75756.0 8.1 1.00 0.01 0.02 1.50 5100.0 6.3 2.00 0.00 0.03 1.50
45831 2008-06-02 20:57:18 75755.5 8.1 1.00 0.01 0.02 1.50 5099.5 6.3 2.00 0.00 0.03 1.50
45832 2008-06-02 21:27:54 75755.0 8.1 1.00 0.01 0.02 1.50 5099.0 6.3 2.00 0.00 0.03 1.50
45833 2008-06-02 21:59:11 75754.4 8.1 1.00 0.01 0.02 1.50 5098.4 6.3 2.00 0.00 0.03 1.50
45834 2008-06-02 22:29:35 75753.9 8.1 1.00 0.01 0.02 1.50 5097.9 6.3 2.00 0.00 0.03 1.50
45835 2008-06-02 23:10:17 75753.2 8.1 1.00 0.01 0.02 1.50 5097.2 6.3 2.00 0.00 0.03 1.50
45836 2008-06-02 23:40:36 75752.7 8.1 1.00 0.01 0.02 1.50 5096.7 6.3 2.00 0.00 0.03 1.50
45837 2008-06-03 00:13:39 75752.2 8.1 1.00 0.01 0.02 1.50 5096.2 6.3 2.00 0.00 0.03 1.50
45838 2008-06-03 00:44:13 75751.7 8.1 1.00 0.01 0.02 1.50 5095.7 6.3 2.00 0.00 0.03 1.50
45839 2008-06-03 02:02:12 75750.4 8.1 1.00 0.01 0.02 1.50 5094.4 6.3 2.00 0.00 0.03 1.50
45840 2008-06-03 02:33:14 75749.9 8.1 1.00 0.01 0.02 1.50 5093.9 6.3 2.00 0.00 0.03 1.50
45841 2008-06-03 03:04:32 75749.3 8.1 1.00 0.01 0.02 1.50 5093.3 6.3 2.00 0.00 0.03 1.50
45842 2008-06-03 03:35:06 75748.8 8.1 1.00 0.01 0.02 1.50 5092.8 6.3 2.00 0.00 0.03 1.50
45855 2008-06-03 19:22:54 75733.0 8.1 1.00 0.01 0.02 1.50 5077.0 6.3 2.00 0.00 0.03 1.50
45856 2008-06-03 19:53:14 75732.5 8.1 1.00 0.01 0.02 1.50 5076.5 6.3 2.00 0.00 0.03 1.50
45857 2008-06-03 20:23:39 75732.0 8.1 1.00 0.01 0.02 1.50 5076.0 6.3 2.00 0.00 0.03 1.50
45858 2008-06-03 20:48:30 75731.6 8.1 1.00 0.01 0.02 1.50 5075.6 6.3 2.00 0.00 0.03 1.50
45859 2008-06-03 21:19:49 75731.1 8.1 1.00 0.01 0.02 1.50 5075.1 6.3 2.00 0.00 0.03 1.50
45860 2008-06-03 21:50:18 75730.6 8.1 1.00 0.01 0.02 1.50 5074.6 6.3 2.00 0.00 0.03 1.50
45861 2008-06-03 22:20:33 75730.1 8.1 1.00 0.01 0.02 1.50 5074.1 6.3 2.00 0.00 0.03 1.50
45862 2008-06-03 22:51:20 75729.6 8.1 1.00 0.01 0.02 1.50 5073.6 6.3 2.00 0.00 0.03 1.50
45863 2008-06-03 23:21:48 75729.1 8.1 1.00 0.01 0.02 1.50 5073.1 6.3 2.00 0.00 0.03 1.50
45864 2008-06-03 23:52:03 75728.5 8.1 1.00 0.01 0.02 1.50 5072.5 6.3 2.00 0.00 0.03 1.50
45865 2008-06-04 00:25:43 75728.0 8.1 1.00 0.01 0.02 1.50 5072.0 6.3 2.00 0.00 0.03 1.50
45866 2008-06-04 00:55:54 75727.5 8.1 1.00 0.01 0.02 1.50 5071.5 6.3 2.00 0.00 0.03 1.50
45867 2008-06-04 01:26:31 75727.0 8.1 1.00 0.01 0.02 1.50 5071.0 6.3 2.00 0.00 0.03 1.50
45868 2008-06-04 01:58:43 75726.4 8.1 1.00 0.01 0.02 1.50 5070.4 6.3 2.00 0.00 0.03 1.50
45869 2008-06-04 02:29:10 75725.9 8.1 1.00 0.01 0.02 1.50 5069.9 6.3 2.00 0.00 0.03 1.50
45870 2008-06-04 03:00:18 75725.4 8.1 1.00 0.01 0.02 1.50 5069.4 6.3 2.00 0.00 0.03 1.50
45871 2008-06-04 03:30:47 75724.9 8.1 1.00 0.01 0.02 1.50 5068.9 6.3 2.00 0.00 0.03 1.50
45872 2008-06-04 03:55:18 75724.5 8.1 1.00 0.01 0.02 1.50 5068.5 6.3 2.00 0.00 0.03 1.50
45882 2008-06-04 17:38:23 75710.8 8.1 1.00 0.01 0.02 1.50 5054.8 6.3 2.00 0.00 0.03 1.50
45883 2008-06-04 18:08:47 75710.3 8.1 1.00 0.01 0.02 1.50 5054.3 6.3 2.00 0.00 0.03 1.50
45884 2008-06-04 18:39:48 75709.8 8.1 1.00 0.01 0.02 1.50 5053.8 6.3 2.00 0.00 0.03 1.50
45885 2008-06-04 19:10:10 75709.2 8.1 1.00 0.01 0.02 1.50 5053.2 6.3 2.00 0.00 0.03 1.50
45886 2008-06-04 19:40:39 75708.7 8.1 1.00 0.01 0.02 1.50 5052.7 6.3 2.00 0.00 0.03 1.50
45887 2008-06-04 20:11:06 75708.2 8.1 1.00 0.01 0.02 1.50 5052.2 6.3 2.00 0.00 0.03 1.50
45888 2008-06-04 20:41:34 75707.7 8.1 1.00 0.01 0.02 1.50 5051.7 6.3 2.00 0.00 0.03 1.50
45889 2008-06-04 21:11:57 75707.2 8.1 1.00 0.01 0.02 1.50 5051.2 6.3 2.00 0.00 0.03 1.50
45890 2008-06-04 21:43:07 75706.7 8.1 1.00 0.01 0.02 1.50 5050.7 6.3 2.00 0.00 0.03 1.50
45891 2008-06-04 22:13:26 75706.2 8.1 1.00 0.01 0.02 1.50 5050.2 6.3 2.00 0.00 0.03 1.50
45892 2008-06-04 22:43:43 75705.7 8.1 1.00 0.01 0.02 1.50 5049.7 6.3 2.00 0.00 0.03 1.50
45893 2008-06-04 23:14:18 75705.2 8.1 1.00 0.01 0.02 1.50 5049.2 6.3 2.00 0.00 0.03 1.50
45894 2008-06-04 23:44:37 75704.7 8.1 1.00 0.01 0.02 1.50 5048.7 6.3 2.00 0.00 0.03 1.50
45895 2008-06-05 00:18:03 75704.1 8.1 1.00 0.01 0.02 1.50 5048.1 6.3 2.00 0.00 0.03 1.50
45896 2008-06-05 00:48:27 75703.6 8.1 1.00 0.01 0.02 1.50 5047.6 6.3 2.00 0.00 0.03 1.50
45897 2008-06-05 01:19:07 75703.1 8.1 1.00 0.01 0.02 1.50 5047.1 6.3 2.00 0.00 0.03 1.50
45898 2008-06-05 01:49:31 75702.6 8.1 1.00 0.01 0.02 1.50 5046.6 6.3 2.00 0.00 0.03 1.50
45899 2008-06-05 02:21:40 75702.1 8.1 1.00 0.01 0.02 1.50 5046.1 6.3 2.00 0.00 0.03 1.50
45900 2008-06-05 02:52:56 75701.5 8.1 1.00 0.01 0.02 1.50 5045.5 6.3 2.00 0.00 0.03 1.50
45901 2008-06-05 03:23:30 75701.0 8.1 1.00 0.01 0.02 1.50 5045.0 6.3 2.00 0.00 0.03 1.50
45914 2008-06-05 18:05:02 75686.3 8.1 1.00 0.01 0.02 1.50 5030.3 6.3 2.00 0.00 0.03 1.50
45915 2008-06-05 18:35:53 75685.8 8.1 1.00 0.01 0.02 1.50 5029.8 6.3 2.00 0.00 0.03 1.50
45916 2008-06-05 19:06:15 75685.3 8.1 1.00 0.01 0.02 1.50 5029.3 6.3 2.00 0.00 0.03 1.50
45917 2008-06-05 19:36:48 75684.8 8.1 1.00 0.01 0.02 1.50 5028.8 6.3 2.00 0.00 0.03 1.50
45918 2008-06-05 20:06:59 75684.3 8.1 1.00 0.01 0.02 1.50 5028.3 6.3 2.00 0.00 0.03 1.50
